"link","Node","relative_influence","Solution","LandUse","rank","cum_sum"
"Green infrastructure -> Access to nature","Biodiversity",0.676454129644307,"green","Transportation",21,69.6336690255473
"Property value -* Property value","Biodiversity",0.646665436811636,"green","Transportation",22,70.280334462359
"Transportation -> Urban heat island","Biodiversity",0.628342346980412,"green","Transportation",23,70.9086768093394
"Climate mitigation -> Salmon","Biodiversity",0.623493884408698,"green","Transportation",24,71.5321706937481
"Air quality -* Air quality","Biodiversity",0.596289582381295,"green","Transportation",25,72.1284602761294
"Flooding -> Sediment","Biodiversity",0.570081986417505,"green","Transportation",26,72.6985422625469
"Flooding -* Property value","Biodiversity",0.552818172351078,"green","Transportation",27,73.251360434898
"Industrial -> Noise","Biodiversity",0.551056812854295,"green","Transportation",28,73.8024172477523
"Local foods -> Social cohesion","Biodiversity",0.548584646026686,"green","Transportation",29,74.351001893779
"Access to nature -> Local foods","Biodiversity",0.547094866630292,"green","Transportation",30,74.8980967604092
"Walkability -* Noise","Biodiversity",0.531451955925671,"green","Transportation",31,75.4295487163349
"Affordability -* Affordability","Biodiversity",0.518492587490079,"green","Transportation",32,75.948041303825
"Water quality -> Social cohesion","Biodiversity",0.503553929338591,"green","Transportation",33,76.4515952331636
"Urban heat island -* Urban heat island","Biodiversity",0.491329766446819,"green","Transportation",34,76.9429249996104
"Social cohesion -> Mental health","Biodiversity",0.48142699551674,"green","Transportation",35,77.4243519951271
"Salmon -> Physical health","Biodiversity",0.432198842774928,"green","Transportation",36,77.8565508379021
"Toxics -* Salmon","Biodiversity",0.429815794332095,"green","Transportation",37,78.2863666322342
"Bacteria -* Bacteria","Biodiversity",0.419772297262764,"green","Transportation",38,78.7061389294969
"Local foods -> Mental health","Biodiversity",0.415295751685442,"green","Transportation",39,79.1214346811824
"Industrial -> Flooding","Biodiversity",0.41507077863744,"green","Transportation",40,79.5365054598198
"Biodiversity -> Salmon","Biodiversity",0.370868321336223,"green","Transportation",41,79.907373781156
"Flooding -> Bacteria","Biodiversity",0.370639289989348,"green","Transportation",42,80.2780130711454
"Transportation -> Property value","Biodiversity",0.352142441343764,"green","Transportation",43,80.6301555124892
"Walkability -> Physical health","Biodiversity",0.34810888741676,"green","Transportation",44,80.9782643999059
"Physical health -> Economic wellbeing","Biodiversity",0.345971243981289,"green","Transportation",45,81.3242356438872
"Access to nature -> Mental health","Biodiversity",0.34257404816872,"green","Transportation",46,81.6668096920559
"Economic wellbeing -> Affordability","Biodiversity",0.338055339904101,"green","Transportation",47,82.00486503196
"Local jobs -* Local jobs","Biodiversity",0.3359013872297,"green","Transportation",48,82.3407664191897
"Walkability -> Affordability","Biodiversity",0.335195043553768,"green","Transportation",49,82.6759614627435
"Walkability -> Property value","Biodiversity",0.324961261398236,"green","Transportation",50,83.0009227241417
"Mental health -* Mental health","Biodiversity",0.314720949116724,"green","Transportation",51,83.3156436732584
"Residential -> Toxics","Biodiversity",0.313711440154074,"green","Transportation",52,83.6293551134125
"Air quality -> Social cohesion","Biodiversity",0.305102120150292,"green","Transportation",53,83.9344572335628
"Physical health -* Physical health","Biodiversity",0.303116279398306,"green","Transportation",54,84.2375735129611
"Toxics -* Water quality","Biodiversity",0.301042042922227,"green","Transportation",55,84.5386155558834
"Flooding -* Salmon","Biodiversity",0.30060976398191,"green","Transportation",56,84.8392253198653
"Water quality -> Salmon","Biodiversity",0.299216365780112,"green","Transportation",57,85.1384416856454
"Source control -* Source control","Biodiversity",0.29546590857692,"green","Transportation",58,85.4339075942223
"Property value -> Economic wellbeing","Biodiversity",0.292488919713141,"green","Transportation",59,85.7263965139354
"Source control -* Toxics","Biodiversity",0.290156619983556,"green","Transportation",60,86.016553133919
"Economic wellbeing -> Mental health","Biodiversity",0.289609548305412,"green","Transportation",61,86.3061626822244
"Noise -* Property value","Biodiversity",0.287579480982255,"green","Transportation",62,86.5937421632067
"Walkability -> Air quality","Biodiversity",0.285246807002203,"green","Transportation",63,86.8789889702089
"Toxics -* Physical health","Biodiversity",0.279919932530395,"green","Transportation",64,87.1589089027393
"Residential -> Sediment","Biodiversity",0.27986067897471,"green","Transportation",65,87.438769581714
"Biodiversity -> Local foods","Biodiversity",0.273676726421996,"green","Transportation",66,87.712446308136
"Water quality -> Biodiversity","Biodiversity",0.268186758793841,"green","Transportation",67,87.9806330669298
"Access to nature -> Social cohesion","Biodiversity",0.265374734093029,"green","Transportation",68,88.2460078010228
"Noise -* Physical health","Biodiversity",0.263875922814542,"green","Transportation",69,88.5098837238374
"Green infrastructure -* Noise","Biodiversity",0.261644570482918,"green","Transportation",70,88.7715282943203
"Noise -* Social cohesion","Biodiversity",0.259232424163083,"green","Transportation",71,89.0307607184834
"Nutrients -* Water quality","Biodiversity",0.255276407857451,"green","Transportation",72,89.2860371263408
"Economic wellbeing -> Physical health","Biodiversity",0.250497290839421,"green","Transportation",73,89.5365344171802
"Green infrastructure -> Air quality","Biodiversity",0.247557921029147,"green","Transportation",74,89.7840923382094
"Gray infrastructure -> Local jobs","Biodiversity",0.24304664205936,"green","Transportation",75,90.0271389802687
"Salmon -* Salmon","Biodiversity",0.233892393756031,"green","Transportation",76,90.2610313740248
"Local jobs -> Economic wellbeing","Biodiversity",0.231804673387303,"green","Transportation",77,90.4928360474121
"Economic wellbeing -* Economic wellbeing","Biodiversity",0.231468585623464,"green","Transportation",78,90.7243046330355
"Toxics -* Biodiversity","Biodiversity",0.228793773011291,"green","Transportation",79,90.9530984060468
"Local foods -* Local foods","Biodiversity",0.22789087623975,"green","Transportation",80,91.1809892822866
"Transportation -> Water temperature","Biodiversity",0.227351222322742,"green","Transportation",81,91.4083405046093
"Nutrients -* Nutrients","Biodiversity",0.227047057074235,"green","Transportation",82,91.6353875616836
"Social cohesion -* Social cohesion","Biodiversity",0.21559942910619,"green","Transportation",83,91.8509869907897
"Green infrastructure -* Sediment","Biodiversity",0.212715275261611,"green","Transportation",84,92.0637022660514
"Noise -* Noise","Biodiversity",0.212401725171364,"green","Transportation",85,92.2761039912227
"Green infrastructure -> Local jobs","Biodiversity",0.211012461418245,"green","Transportation",86,92.487116452641
"Local foods -> Physical health","Biodiversity",0.210433421796087,"green","Transportation",87,92.6975498744371
"Walkability -> Social cohesion","Biodiversity",0.204242105247242,"green","Transportation",88,92.9017919796843
"Access to nature -* Affordability","Biodiversity",0.20389524843972,"green","Transportation",89,93.105687228124
"Sediment -* Water quality","Biodiversity",0.20329167109977,"green","Transportation",90,93.3089788992238
"Local foods -> Affordability","Biodiversity",0.203228926844254,"green","Transportation",91,93.512207826068
"Local jobs -> Property value","Biodiversity",0.197525144142719,"green","Transportation",92,93.7097329702108
"Gray infrastructure -* Gray infrastructure","Biodiversity",0.195894272274912,"green","Transportation",93,93.9056272424857
"Water temperature -* Water quality","Biodiversity",0.19464212130492,"green","Transportation",94,94.1002693637906
"Gray infrastructure -* Flooding","Biodiversity",0.191609441258235,"green","Transportation",95,94.2918788050488
"Residential -> Bacteria","Biodiversity",0.186107928683625,"green","Transportation",96,94.4779867337325
"Water quality -> Local foods","Biodiversity",0.185221733609801,"green","Transportation",97,94.6632084673423
"Property value -* Affordability","Biodiversity",0.184848897955479,"green","Transportation",98,94.8480573652977
"Green infrastructure -* Urban heat island","Biodiversity",0.184819386269584,"green","Transportation",99,95.0328767515673
"Industrial -> Sediment","Biodiversity",0.1836550432329,"green","Transportation",100,95.2165317948002
"Gray infrastructure -* Sediment","Biodiversity",0.183455796748736,"green","Transportation",101,95.399987591549
"Bacteria -* Physical health","Biodiversity",0.177832372458765,"green","Transportation",102,95.5778199640077
"Industrial -> Toxics","Biodiversity",0.174189269726089,"green","Transportation",103,95.7520092337338
"Noise -* Mental health","Biodiversity",0.171279048971571,"green","Transportation",104,95.9232882827054
"Sediment -* Sediment","Biodiversity",0.166500035418339,"green","Transportation",105,96.0897883181237
"Industrial -> Urban heat island","Biodiversity",0.163406172678244,"green","Transportation",106,96.253194490802
"Industrial -* Property value","Biodiversity",0.161491725426943,"green","Transportation",107,96.4146862162289
"Residential -* Residential","Biodiversity",0.160277684759233,"green","Transportation",108,96.5749639009881
"Gray infrastructure -* Toxics","Biodiversity",0.158302937953651,"green","Transportation",109,96.7332668389418
"Water temperature -* Water temperature","Biodiversity",0.158077479280815,"green","Transportation",110,96.8913443182226
"Urban heat island -* Physical health","Biodiversity",0.156687693951465,"green","Transportation",111,97.0480320121741
"Mental health -> Physical health","Biodiversity",0.156119419631038,"green","Transportation",112,97.2041514318051
"Access to nature -> Property value","Biodiversity",0.153419214060852,"green","Transportation",113,97.357570645866
"Climate mitigation -> Biodiversity","Biodiversity",0.152908369426882,"green","Transportation",114,97.5104790152928
"Local jobs -> Social cohesion","Biodiversity",0.152105496017525,"green","Transportation",115,97.6625845113104
"Industrial -* Industrial","Biodiversity",0.15135586656304,"green","Transportation",116,97.8139403778734
"Flooding -* Air quality","Biodiversity",0.151182685486075,"green","Transportation",117,97.9651230633595
"Industrial -* Air quality","Biodiversity",0.145662550364531,"green","Transportation",118,98.110785613724
"Air quality -> Physical health","Biodiversity",0.145256564013489,"green","Transportation",119,98.2560421777375
"Residential -> Nutrients","Biodiversity",0.144410184272185,"green","Transportation",120,98.4004523620097
"Industrial -> Water temperature","Biodiversity",0.142682969058224,"green","Transportation",121,98.5431353310679
"Salmon -> Biodiversity","Biodiversity",0.134092565265553,"green","Transportation",122,98.6772278963335
"Transportation -> Noise","Biodiversity",0.130591213025323,"green","Transportation",123,98.8078191093588
"Bacteria -* Water quality","Biodiversity",0.127332429555642,"green","Transportation",124,98.9351515389144
"Access to nature -> Physical health","Biodiversity",0.12699428686823,"green","Transportation",125,99.0621458257827
"Bacteria -* Local foods","Biodiversity",0.125855684311881,"green","Transportation",126,99.1880015100946
"Transportation -* Air quality","Biodiversity",0.125838781080936,"green","Transportation",127,99.3138402911755
"Noise -* Biodiversity","Biodiversity",0.118276419781753,"green","Transportation",128,99.4321167109572
"Physical health -> Mental health","Biodiversity",0.10311904247834,"green","Transportation",129,99.5352357534356
"Urban heat island -> Water temperature","Biodiversity",0.100660193357105,"green","Transportation",130,99.6358959467927
"Mental health -> Economic wellbeing","Biodiversity",0.0958978240385372,"green","Transportation",131,99.7317937708312
"Water quality -> Physical health","Biodiversity",0.0943832433913118,"green","Transportation",132,99.8261770142225
"Industrial -> Local jobs","Biodiversity",0.0882818101863132,"green","Transportation",133,99.9144588244088
"Biodiversity -* Biodiversity","Biodiversity",0.0855411755911542,"green","Transportation",134,100
"Transportation -* Transportation","Physical health",28.8430450552983,"green","Transportation",1,28.8430450552983
"Green infrastructure -* Green infrastructure","Physical health",13.3647525497426,"green","Transportation",2,42.2077976050409
"Climate mitigation -* Climate mitigation","Physical health",3.95487511310947,"green","Transportation",3,46.1626727181504
"Walkability -* Walkability","Physical health",2.56219745554428,"green","Transportation",4,48.7248701736946
"Access to nature -* Access to nature","Physical health",2.54065537993854,"green","Transportation",5,51.2655255536332
"Transportation -> Flooding","Physical health",1.78484874973655,"green","Transportation",6,53.0503743033697
"Access to nature -> Walkability","Physical health",1.73521737085244,"green","Transportation",7,54.7855916742222
"Green infrastructure -* Flooding","Physical health",1.60428602752057,"green","Transportation",8,56.3898777017427
"Climate mitigation -* Urban heat island","Physical health",1.57238299207035,"green","Transportation",9,57.9622606938131
"Toxics -* Toxics","Physical health",1.49746143619431,"green","Transportation",10,59.4597221300074
"Transportation -> Toxics","Physical health",1.44370549317054,"green","Transportation",11,60.9034276231779
"Green infrastructure -> Climate mitigation","Physical health",1.36714081019714,"green","Transportation",12,62.2705684333751
"Climate mitigation -* Water temperature","Physical health",1.26593407326439,"green","Transportation",13,63.5365025066395
"Flooding -* Flooding","Physical health",1.16417774603145,"green","Transportation",14,64.7006802526709
"Green infrastructure -> Access to nature","Physical health",1.04138930656519,"green","Transportation",15,65.7420695592361
"Transportation -> Urban heat island","Physical health",0.786933769620842,"green","Transportation",16,66.529003328857
"Industrial -> Noise","Physical health",0.768348993336254,"green","Transportation",17,67.2973523221932
"Water quality -> Social cohesion","Physical health",0.704547501774555,"green","Transportation",18,68.0018998239678
"Social cohesion -> Mental health","Physical health",0.692646411532702,"green","Transportation",19,68.6945462355005
"Walkability -> Climate mitigation","Physical health",0.679682401096722,"green","Transportation",20,69.3742286365972
"Access to nature -> Local foods","Physical health",0.625016691730138,"green","Transportation",21,69.9992453283273
"Air quality -* Air quality","Physical health",0.60588204324712,"green","Transportation",22,70.6051273715745
"Climate mitigation -> Salmon","Physical health",0.595379820193462,"green","Transportation",23,71.2005071917679
"Walkability -> Physical health","Physical health",0.583981183504589,"green","Transportation",24,71.7844883752725
"Urban heat island -* Urban heat island","Physical health",0.582797333145042,"green","Transportation",25,72.3672857084175
"Green infrastructure -* Toxics","Physical health",0.569667179932539,"green","Transportation",26,72.9369528883501
"Urban heat island -* Biodiversity","Physical health",0.528734108580672,"green","Transportation",27,73.4656869969308
"Walkability -* Noise","Physical health",0.52618759519222,"green","Transportation",28,73.991874592123
"Flooding -> Bacteria","Physical health",0.502419799382002,"green","Transportation",29,74.494294391505
"Mental health -* Mental health","Physical health",0.492485123688678,"green","Transportation",30,74.9867795151937
"Salmon -> Local foods","Physical health",0.491068894411892,"green","Transportation",31,75.4778484096055
"Water quality -* Water quality","Physical health",0.48607416498889,"green","Transportation",32,75.9639225745944
"Water quality -> Biodiversity","Physical health",0.480209469958513,"green","Transportation",33,76.444132044553
"Toxics -* Salmon","Physical health",0.443941041196989,"green","Transportation",34,76.8880730857499
"Flooding -> Sediment","Physical health",0.440848838397946,"green","Transportation",35,77.3289219241479
"Local jobs -* Local jobs","Physical health",0.435769968691935,"green","Transportation",36,77.7646918928398
"Biodiversity -> Local foods","Physical health",0.424668585835296,"green","Transportation",37,78.1893604786751
"Air quality -> Social cohesion","Physical health",0.412349411702314,"green","Transportation",38,78.6017098903774
"Industrial -* Industrial","Physical health",0.397237539151244,"green","Transportation",39,78.9989474295287
"Water quality -> Salmon","Physical health",0.388823056741891,"green","Transportation",40,79.3877704862706
"Bacteria -* Bacteria","Physical health",0.383729419598121,"green","Transportation",41,79.7714999058687
"Salmon -> Physical health","Physical health",0.379352208965148,"green","Transportation",42,80.1508521148338
"Walkability -> Affordability","Physical health",0.374020621594081,"green","Transportation",43,80.5248727364279
"Property value -* Property value","Physical health",0.358122561985367,"green","Transportation",44,80.8829952984133
"Local foods -* Local foods","Physical health",0.357454898329638,"green","Transportation",45,81.2404501967429
"Local jobs -> Property value","Physical health",0.350112049472139,"green","Transportation",46,81.5905622462151
"Source control -* Source control","Physical health",0.343122728819243,"green","Transportation",47,81.9336849750343
"Noise -* Physical health","Physical health",0.342562903999297,"green","Transportation",48,82.2762478790336
"Transportation -> Property value","Physical health",0.328317873563119,"green","Transportation",49,82.6045657525967
"Access to nature -> Mental health","Physical health",0.325054875837628,"green","Transportation",50,82.9296206284343
"Physical health -* Physical health","Physical health",0.319819130929293,"green","Transportation",51,83.2494397593636
"Transportation -> Water temperature","Physical health",0.318359359550314,"green","Transportation",52,83.567799118914
"Residential -> Bacteria","Physical health",0.312458327208686,"green","Transportation",53,83.8802574461226
"Noise -* Property value","Physical health",0.301248771540203,"green","Transportation",54,84.1815062176628
"Affordability -> Economic wellbeing","Physical health",0.30063994685587,"green","Transportation",55,84.4821461645187
"Physical health -> Economic wellbeing","Physical health",0.299508055691658,"green","Transportation",56,84.7816542202104
"Local foods -> Mental health","Physical health",0.296197702586905,"green","Transportation",57,85.0778519227973
"Nutrients -* Water quality","Physical health",0.294985502598744,"green","Transportation",58,85.372837425396
"Residential -> Sediment","Physical health",0.284705431260269,"green","Transportation",59,85.6575428566563
"Access to nature -> Property value","Physical health",0.283253209506807,"green","Transportation",60,85.9407960661631
"Green infrastructure -> Air quality","Physical health",0.281572721200635,"green","Transportation",61,86.2223687873637
"Gray infrastructure -* Gray infrastructure","Physical health",0.273634642286658,"green","Transportation",62,86.4960034296504
"Water temperature -* Water quality","Physical health",0.272389100087821,"green","Transportation",63,86.7683925297382
"Mental health -> Physical health","Physical health",0.271860179673547,"green","Transportation",64,87.0402527094118
"Economic wellbeing -> Affordability","Physical health",0.27083551321549,"green","Transportation",65,87.3110882226272
"Affordability -* Affordability","Physical health",0.269168240385385,"green","Transportation",66,87.5802564630126
"Noise -* Social cohesion","Physical health",0.263359096795299,"green","Transportation",67,87.8436155598079
"Residential -* Residential","Physical health",0.262660079593615,"green","Transportation",68,88.1062756394015
"Property value -> Economic wellbeing","Physical health",0.259621354132598,"green","Transportation",69,88.3658969935342
"Industrial -> Flooding","Physical health",0.258480941070489,"green","Transportation",70,88.6243779346046
"Toxics -* Biodiversity","Physical health",0.25276244803405,"green","Transportation",71,88.8771403826387
"Salmon -* Salmon","Physical health",0.250454398682922,"green","Transportation",72,89.1275947813216
"Transportation -* Air quality","Physical health",0.249184140374458,"green","Transportation",73,89.3767789216961
"Industrial -> Toxics","Physical health",0.24741362034942,"green","Transportation",74,89.6241925420455
"Economic wellbeing -> Mental health","Physical health",0.235519485402572,"green","Transportation",75,89.8597120274481
"Social cohesion -* Social cohesion","Physical health",0.234168439719462,"green","Transportation",76,90.0938804671675
"Walkability -> Social cohesion","Physical health",0.233057404508823,"green","Transportation",77,90.3269378716763
"Economic wellbeing -* Economic wellbeing","Physical health",0.231771798568615,"green","Transportation",78,90.558709670245
"Economic wellbeing -> Physical health","Physical health",0.231068656284985,"green","Transportation",79,90.7897783265299
"Source control -* Toxics","Physical health",0.229706611820283,"green","Transportation",80,91.0194849383502
"Residential -> Nutrients","Physical health",0.226413888960921,"green","Transportation",81,91.2458988273112
"Bacteria -* Physical health","Physical health",0.22510529244372,"green","Transportation",82,91.4710041197549
"Toxics -* Water quality","Physical health",0.224144582334141,"green","Transportation",83,91.695148702089
"Industrial -> Urban heat island","Physical health",0.216339036326467,"green","Transportation",84,91.9114877384155
"Noise -* Mental health","Physical health",0.215707666590205,"green","Transportation",85,92.1271954050057
"Water quality -> Physical health","Physical health",0.212824081244254,"green","Transportation",86,92.3400194862499
"Access to nature -> Social cohesion","Physical health",0.212769282283852,"green","Transportation",87,92.5527887685338
"Air quality -> Physical health","Physical health",0.211245775354507,"green","Transportation",88,92.7640345438883
"Access to nature -> Physical health","Physical health",0.209556626289013,"green","Transportation",89,92.9735911701773
"Walkability -> Air quality","Physical health",0.206483179903229,"green","Transportation",90,93.1800743500805
"Water temperature -* Water temperature","Physical health",0.200912432876475,"green","Transportation",91,93.380986782957
"Climate mitigation -> Biodiversity","Physical health",0.194597844305756,"green","Transportation",92,93.5755846272628
"Transportation -> Noise","Physical health",0.194364201054681,"green","Transportation",93,93.7699488283174
"Local jobs -> Economic wellbeing","Physical health",0.191770253487009,"green","Transportation",94,93.9617190818045
"Residential -> Toxics","Physical health",0.188511859375999,"green","Transportation",95,94.1502309411805
"Green infrastructure -* Noise","Physical health",0.184285988970451,"green","Transportation",96,94.3345169301509
"Flooding -* Air quality","Physical health",0.183689290362026,"green","Transportation",97,94.5182062205129
"Biodiversity -> Salmon","Physical health",0.182350056985125,"green","Transportation",98,94.7005562774981
"Industrial -> Sediment","Physical health",0.181393676820809,"green","Transportation",99,94.8819499543189
"Green infrastructure -* Sediment","Physical health",0.180459118156283,"green","Transportation",100,95.0624090724751
"Local foods -> Social cohesion","Physical health",0.179956912909588,"green","Transportation",101,95.2423659853847
"Industrial -* Property value","Physical health",0.178264256820831,"green","Transportation",102,95.4206302422056
"Sediment -* Water quality","Physical health",0.17682350787082,"green","Transportation",103,95.5974537500764
"Gray infrastructure -* Toxics","Physical health",0.175270473619361,"green","Transportation",104,95.7727242236957
"Gray infrastructure -* Sediment","Physical health",0.174925223209962,"green","Transportation",105,95.9476494469057
"Gray infrastructure -> Local jobs","Physical health",0.173695234720076,"green","Transportation",106,96.1213446816258
"Local foods -> Affordability","Physical health",0.1718039496381,"green","Transportation",107,96.2931486312639
"Industrial -* Air quality","Physical health",0.170757531290381,"green","Transportation",108,96.4639061625543
"Industrial -> Water temperature","Physical health",0.169870641672,"green","Transportation",109,96.6337768042263
"Toxics -* Physical health","Physical health",0.167645251421981,"green","Transportation",110,96.8014220556482
"Urban heat island -* Physical health","Physical health",0.166802445432525,"green","Transportation",111,96.9682245010808
"Gray infrastructure -* Flooding","Physical health",0.161894003068729,"green","Transportation",112,97.1301185041495
"Biodiversity -* Biodiversity","Physical health",0.157524384672435,"green","Transportation",113,97.2876428888219
"Local foods -> Physical health","Physical health",0.152496704848475,"green","Transportation",114,97.4401395936704
"Physical health -> Mental health","Physical health",0.152491614510651,"green","Transportation",115,97.5926312081811
"Local jobs -> Social cohesion","Physical health",0.152422857651016,"green","Transportation",116,97.7450540658321
"Access to nature -* Affordability","Physical health",0.150644531768704,"green","Transportation",117,97.8956985976008
"Water quality -> Local foods","Physical health",0.149486807441351,"green","Transportation",118,98.0451854050421
"Green infrastructure -> Local jobs","Physical health",0.141456420720913,"green","Transportation",119,98.186641825763
"Bacteria -* Water quality","Physical health",0.138474176813727,"green","Transportation",120,98.3251160025768
"Nutrients -* Nutrients","Physical health",0.136258131414002,"green","Transportation",121,98.4613741339908
"Salmon -> Biodiversity","Physical health",0.135607615734455,"green","Transportation",122,98.5969817497252
"Flooding -* Property value","Physical health",0.13317008236296,"green","Transportation",123,98.7301518320882
"Property value -* Affordability","Physical health",0.132057472376911,"green","Transportation",124,98.8622093044651
"Noise -* Noise","Physical health",0.130239728447465,"green","Transportation",125,98.9924490329126
"Urban heat island -> Water temperature","Physical health",0.127166749682323,"green","Transportation",126,99.1196157825949
"Mental health -> Economic wellbeing","Physical health",0.125647592589706,"green","Transportation",127,99.2452633751846
"Walkability -> Property value","Physical health",0.124444997489722,"green","Transportation",128,99.3697083726743
"Green infrastructure -* Urban heat island","Physical health",0.123463333491084,"green","Transportation",129,99.4931717061654
"Noise -* Biodiversity","Physical health",0.108109039265793,"green","Transportation",130,99.6012807454312
"Industrial -> Local jobs","Physical health",0.101928433832731,"green","Transportation",131,99.7032091792639
"Flooding -* Salmon","Physical health",0.101422600144807,"green","Transportation",132,99.8046317794087
"Bacteria -* Local foods","Physical health",0.100448810780648,"green","Transportation",133,99.9050805901894
"Sediment -* Sediment","Physical health",0.0949194098106433,"green","Transportation",134,100
"Source control -* Source control","Biodiversity",25.3221011238761,"source","Transportation",1,25.3221011238761
"Toxics -* Toxics","Biodiversity",11.3688168293934,"source","Transportation",2,36.6909179532695
"Transportation -* Transportation","Biodiversity",7.28544676584548,"source","Transportation",3,43.976364719115
"Source control -* Toxics","Biodiversity",5.4927949269037,"source","Transportation",4,49.4691596460187
"Transportation -> Toxics","Biodiversity",2.89648608901781,"source","Transportation",5,52.3656457350365
"Transportation -> Flooding","Biodiversity",1.72436525473812,"source","Transportation",6,54.0900109897746
"Salmon -> Local foods","Biodiversity",1.54907623038686,"source","Transportation",7,55.6390872201615
"Bacteria -* Bacteria","Biodiversity",1.35679056471459,"source","Transportation",8,56.9958777848761
"Climate mitigation -> Biodiversity","Biodiversity",1.25281802602578,"source","Transportation",9,58.2486958109018
"Toxics -* Salmon","Biodiversity",1.19647297092908,"source","Transportation",10,59.4451687818309
"Flooding -> Sediment","Biodiversity",1.15017178131594,"source","Transportation",11,60.5953405631469
"Urban heat island -* Physical health","Biodiversity",1.09266036203877,"source","Transportation",12,61.6880009251856
"Sediment -* Water quality","Biodiversity",1.01199326257828,"source","Transportation",13,62.6999941877639
"Economic wellbeing -* Economic wellbeing","Biodiversity",0.957937579639693,"source","Transportation",14,63.6579317674036
"Climate mitigation -* Urban heat island","Biodiversity",0.899897617258374,"source","Transportation",15,64.557829384662
"Climate mitigation -* Water temperature","Biodiversity",0.812323919818587,"source","Transportation",16,65.3701533044806
"Social cohesion -* Social cohesion","Biodiversity",0.796151674454259,"source","Transportation",17,66.1663049789348
"Water quality -> Local foods","Biodiversity",0.740823532973745,"source","Transportation",18,66.9071285119086
"Water quality -> Biodiversity","Biodiversity",0.733623063698046,"source","Transportation",19,67.6407515756066
"Biodiversity -* Biodiversity","Biodiversity",0.688014433751726,"source","Transportation",20,68.3287660093583
"Gray infrastructure -* Flooding","Biodiversity",0.664144652536356,"source","Transportation",21,68.9929106618947
"Salmon -> Physical health","Biodiversity",0.651357031606586,"source","Transportation",22,69.6442676935013
"Transportation -* Air quality","Biodiversity",0.645895057634603,"source","Transportation",23,70.2901627511359
"Flooding -* Flooding","Biodiversity",0.60330851652139,"source","Transportation",24,70.8934712676573
"Mental health -* Mental health","Biodiversity",0.601449201456006,"source","Transportation",25,71.4949204691133
"Salmon -* Salmon","Biodiversity",0.594564899883275,"source","Transportation",26,72.0894853689965
"Industrial -> Flooding","Biodiversity",0.57349754167857,"source","Transportation",27,72.6629829106751
"Local jobs -> Economic wellbeing","Biodiversity",0.568633038418475,"source","Transportation",28,73.2316159490936
"Water temperature -* Water temperature","Biodiversity",0.568293798755995,"source","Transportation",29,73.7999097478496
"Climate mitigation -* Climate mitigation","Biodiversity",0.567891629879574,"source","Transportation",30,74.3678013777292
"Transportation -> Urban heat island","Biodiversity",0.535095684519357,"source","Transportation",31,74.9028970622485
"Green infrastructure -* Green infrastructure","Biodiversity",0.531601225451848,"source","Transportation",32,75.4344982877004
"Noise -* Noise","Biodiversity",0.528995983187984,"source","Transportation",33,75.9634942708884
"Toxics -* Biodiversity","Biodiversity",0.503044576049837,"source","Transportation",34,76.4665388469382
"Local foods -> Affordability","Biodiversity",0.501347580722014,"source","Transportation",35,76.9678864276602
"Green infrastructure -* Sediment","Biodiversity",0.486226021786484,"source","Transportation",36,77.4541124494467
"Green infrastructure -* Flooding","Biodiversity",0.481545727608469,"source","Transportation",37,77.9356581770552
"Urban heat island -* Biodiversity","Biodiversity",0.472944072625764,"source","Transportation",38,78.4086022496809
"Water quality -> Physical health","Biodiversity",0.464288205100839,"source","Transportation",39,78.8728904547818
"Access to nature -* Affordability","Biodiversity",0.459957970881464,"source","Transportation",40,79.3328484256632
"Residential -> Sediment","Biodiversity",0.445202539405583,"source","Transportation",41,79.7780509650688
"Green infrastructure -> Air quality","Biodiversity",0.439608829061783,"source","Transportation",42,80.2176597941306
"Industrial -> Toxics","Biodiversity",0.416326855791491,"source","Transportation",43,80.6339866499221
"Industrial -> Urban heat island","Biodiversity",0.41417287872052,"source","Transportation",44,81.0481595286426
"Walkability -> Climate mitigation","Biodiversity",0.412641111359579,"source","Transportation",45,81.4608006400022
"Access to nature -> Mental health","Biodiversity",0.401916035105004,"source","Transportation",46,81.8627166751072
"Property value -> Economic wellbeing","Biodiversity",0.397601085907715,"source","Transportation",47,82.2603177610149
"Flooding -* Salmon","Biodiversity",0.387335154619732,"source","Transportation",48,82.6476529156346
"Industrial -> Noise","Biodiversity",0.378033006602862,"source","Transportation",49,83.0256859222375
"Nutrients -* Nutrients","Biodiversity",0.374188256901908,"source","Transportation",50,83.3998741791394
"Residential -> Bacteria","Biodiversity",0.371494879983393,"source","Transportation",51,83.7713690591228
"Toxics -* Physical health","Biodiversity",0.363131246143891,"source","Transportation",52,84.1345003052667
"Walkability -> Air quality","Biodiversity",0.361899985322353,"source","Transportation",53,84.496400290589
"Flooding -* Property value","Biodiversity",0.354013137012999,"source","Transportation",54,84.850413427602
"Noise -* Social cohesion","Biodiversity",0.350678150428321,"source","Transportation",55,85.2010915780304
"Green infrastructure -> Climate mitigation","Biodiversity",0.323261347769299,"source","Transportation",56,85.5243529257997
"Access to nature -> Physical health","Biodiversity",0.32201063663079,"source","Transportation",57,85.8463635624305
"Climate mitigation -> Salmon","Biodiversity",0.321801289762172,"source","Transportation",58,86.1681648521926
"Gray infrastructure -* Sediment","Biodiversity",0.306410965506827,"source","Transportation",59,86.4745758176994
