"Link","ModelName","LandUse","Solution","Node","difference","difference_perc","Type"
"Industrial->Noise","Sims_Mod_37","Residential","green","Residential",0,0,"source"
"Transportation-*Air quality","Sims_Mod_38","Residential","green","Residential",0,0,"source"
"Economic wellbeing->Physical health","Sims_Mod_39","Residential","green","Residential",0,0,"source"
"Affordability->Economic wellbeing","Sims_Mod_40","Residential","green","Residential",0,0,"source"
"Access to nature-*Affordability","Sims_Mod_41","Residential","green","Residential",0,0,"source"
"Local foods->Social cohesion","Sims_Mod_42","Residential","green","Residential",0,0,"source"
"Salmon->Local foods","Sims_Mod_43","Residential","green","Residential",0,0,"source"
"Water quality->Local foods","Sims_Mod_44","Residential","green","Residential",0,0,"source"
"Toxics-*Water quality","Sims_Mod_45","Residential","green","Residential",0,0,"source"
"Local foods->Physical health","Sims_Mod_46","Residential","green","Residential",0,0,"source"
"Water quality->Social cohesion","Sims_Mod_47","Residential","green","Residential",0,0,"source"
"Local jobs->Economic wellbeing","Sims_Mod_48","Residential","green","Residential",0,0,"source"
"Walkability->Climate mitigation","Sims_Mod_49","Residential","green","Residential",0,0,"source"
"Walkability->Affordability","Sims_Mod_50","Residential","green","Residential",0,0,"source"
"Access to nature->Walkability","Sims_Mod_51","Residential","green","Residential",0,0,"source"
"Walkability->Social cohesion","Sims_Mod_52","Residential","green","Residential",0,0,"source"
"Walkability->Air quality","Sims_Mod_53","Residential","green","Residential",0,0,"source"
"Walkability-*Noise","Sims_Mod_54","Residential","green","Residential",0,0,"source"
"Industrial->Water temperature","Sims_Mod_55","Residential","green","Residential",0,0,"source"
"Toxics-*Biodiversity","Sims_Mod_56","Residential","green","Residential",0,0,"source"
"Noise-*Physical health","Sims_Mod_57","Residential","green","Residential",0,0,"source"
"Access to nature->Mental health","Sims_Mod_58","Residential","green","Residential",0,0,"source"
"Local foods->Affordability","Sims_Mod_59","Residential","green","Residential",0,0,"source"
"Water temperature-*Water quality","Sims_Mod_60","Residential","green","Residential",0,0,"source"
"Bacteria-*Water quality","Sims_Mod_61","Residential","green","Residential",0,0,"source"
"Bacteria-*Local foods","Sims_Mod_62","Residential","green","Residential",0,0,"source"
"Walkability->Physical health","Sims_Mod_63","Residential","green","Residential",0,0,"source"
"Flooding-*Property value","Sims_Mod_64","Residential","green","Residential",0,0,"source"
"Property value-*Affordability","Sims_Mod_65","Residential","green","Residential",0,0,"source"
"Noise-*Property value","Sims_Mod_66","Residential","green","Residential",0,0,"source"
"Access to nature->Property value","Sims_Mod_67","Residential","green","Residential",0,0,"source"
"Industrial-*Property value","Sims_Mod_68","Residential","green","Residential",0,0,"source"
"Transportation->Property value","Sims_Mod_69","Residential","green","Residential",0,0,"source"
"Walkability->Property value","Sims_Mod_70","Residential","green","Residential",0,0,"source"
"Property value->Economic wellbeing","Sims_Mod_71","Residential","green","Residential",0,0,"source"
"Local jobs->Property value","Sims_Mod_72","Residential","green","Residential",0,0,"source"
"Gray infrastructure-*Flooding","Sims_Mod_73","Residential","green","Residential",0,0,"source"
"Gray infrastructure-*Sediment","Sims_Mod_74","Residential","green","Residential",0,0,"source"
"Gray infrastructure-*Toxics","Sims_Mod_75","Residential","green","Residential",0,0,"source"
"Green infrastructure-*Toxics","Sims_Mod_76","Residential","green","Residential",0,0,"source"
"Green infrastructure->Access to nature","Sims_Mod_77","Residential","green","Residential",0,0,"source"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Residential","green","Residential",0,0,"source"
"Green infrastructure-*Noise","Sims_Mod_79","Residential","green","Residential",0,0,"source"
"Gray infrastructure->Local jobs","Sims_Mod_80","Residential","green","Residential",0,0,"source"
"Green infrastructure->Local jobs","Sims_Mod_81","Residential","green","Residential",0,0,"source"
"Source control-*Toxics","Sims_Mod_82","Residential","green","Residential",0,0,"source"
"Green infrastructure-*Flooding","Sims_Mod_83","Residential","green","Residential",0,0,"source"
"Green infrastructure->Air quality","Sims_Mod_84","Residential","green","Residential",0,0,"source"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Residential","green","Residential",0,0,"source"
"Toxics-*Salmon","Sims_Mod_86","Residential","green","Residential",0,0,"source"
"Noise-*Mental health","Sims_Mod_87","Residential","green","Residential",0,0,"source"
"Urban heat island->Water temperature","Sims_Mod_88","Residential","green","Residential",0,0,"source"
"Economic wellbeing->Mental health","Sims_Mod_89","Residential","green","Residential",0,0,"source"
"Biodiversity->Local foods","Sims_Mod_90","Residential","green","Residential",0,0,"source"
"Local jobs->Social cohesion","Sims_Mod_91","Residential","green","Residential",0,0,"source"
"Access to nature->Local foods","Sims_Mod_92","Residential","green","Residential",0,0,"source"
"Local foods->Mental health","Sims_Mod_93","Residential","green","Residential",0,0,"source"
"Noise-*Social cohesion","Sims_Mod_94","Residential","green","Residential",0,0,"source"
"Industrial-*Air quality","Sims_Mod_95","Residential","green","Residential",0,0,"source"
"Industrial->Local jobs","Sims_Mod_96","Residential","green","Residential",0,0,"source"
"Climate mitigation-*Urban heat island","Sims_Mod_97","Residential","green","Residential",0,0,"source"
"Industrial->Urban heat island","Sims_Mod_98","Residential","green","Residential",0,0,"source"
"Transportation->Urban heat island","Sims_Mod_99","Residential","green","Residential",0,0,"source"
"Green infrastructure-*Sediment","Sims_Mod_100","Residential","green","Residential",0,0,"source"
"Physical health->Mental health","Sims_Mod_101","Residential","green","Residential",0,0,"source"
"Salmon->Biodiversity","Sims_Mod_102","Residential","green","Residential",0,0,"source"
"Physical health->Economic wellbeing","Sims_Mod_103","Residential","green","Residential",0,0,"source"
"Economic wellbeing->Affordability","Sims_Mod_104","Residential","green","Residential",0,0,"source"
"Mental health->Economic wellbeing","Sims_Mod_105","Residential","green","Residential",0,0,"source"
"Residential->Toxics","Sims_Mod_1","Residential","source","Salmon",0.238,23.8,"nature"
"Industrial->Toxics","Sims_Mod_2","Residential","source","Salmon",-0.00800000000000001,-0.800000000000001,"nature"
"Transportation->Toxics","Sims_Mod_3","Residential","source","Salmon",0.012,1.2,"nature"
"Transportation->Water temperature","Sims_Mod_4","Residential","source","Salmon",0.016,1.6,"nature"
"Transportation->Flooding","Sims_Mod_5","Residential","source","Salmon",0.0199999999999999,1.99999999999999,"nature"
"Residential->Nutrients","Sims_Mod_6","Residential","source","Salmon",0.154,15.4,"nature"
"Residential->Sediment","Sims_Mod_7","Residential","source","Salmon",0.126,12.6,"nature"
"Residential->Bacteria","Sims_Mod_8","Residential","source","Salmon",0.106,10.6,"nature"
"Industrial->Sediment","Sims_Mod_9","Residential","source","Salmon",0.0379999999999999,3.79999999999999,"nature"
"Industrial->Flooding","Sims_Mod_10","Residential","source","Salmon",-0.014,-1.4,"nature"
"Flooding->Bacteria","Sims_Mod_11","Residential","source","Salmon",0.002,0.2,"nature"
"Flooding-*Salmon","Sims_Mod_12","Residential","source","Salmon",0.0319999999999999,3.19999999999999,"nature"
"Water quality->Salmon","Sims_Mod_13","Residential","source","Salmon",0.112,11.2,"nature"
"Air quality->Physical health","Sims_Mod_14","Residential","source","Salmon",0.0399999999999999,3.99999999999999,"nature"
"Urban heat island-*Physical health","Sims_Mod_15","Residential","source","Salmon",-0.018,-1.8,"nature"
"Nutrients-*Water quality","Sims_Mod_16","Residential","source","Salmon",0.096,9.6,"nature"
"Flooding->Sediment","Sims_Mod_17","Residential","source","Salmon",0,0,"nature"
"Sediment-*Water quality","Sims_Mod_18","Residential","source","Salmon",0.146,14.6,"nature"
"Mental health->Physical health","Sims_Mod_19","Residential","source","Salmon",-0.004,-0.4,"nature"
"Water quality->Physical health","Sims_Mod_20","Residential","source","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Social cohesion->Mental health","Sims_Mod_21","Residential","source","Salmon",-0.00800000000000001,-0.800000000000001,"nature"
"Toxics-*Physical health","Sims_Mod_22","Residential","source","Salmon",0.0499999999999999,4.99999999999999,"nature"
"Biodiversity->Salmon","Sims_Mod_23","Residential","source","Salmon",0.0319999999999999,3.19999999999999,"nature"
"Urban heat island-*Biodiversity","Sims_Mod_24","Residential","source","Salmon",-0.024,-2.4,"nature"
"Bacteria-*Physical health","Sims_Mod_25","Residential","source","Salmon",0.004,0.4,"nature"
"Air quality->Social cohesion","Sims_Mod_26","Residential","source","Salmon",0.0359999999999999,3.59999999999999,"nature"
"Access to nature->Social cohesion","Sims_Mod_27","Residential","source","Salmon",0,0,"nature"
"Transportation->Noise","Sims_Mod_28","Residential","source","Salmon",-0.012,-1.2,"nature"
"Water quality->Biodiversity","Sims_Mod_29","Residential","source","Salmon",0.07,7,"nature"
"Noise-*Biodiversity","Sims_Mod_30","Residential","source","Salmon",0,0,"nature"
"Salmon->Physical health","Sims_Mod_31","Residential","source","Salmon",0.0279999999999999,2.79999999999999,"nature"
"Climate mitigation->Salmon","Sims_Mod_32","Residential","source","Salmon",0.0239999999999999,2.39999999999999,"nature"
"Climate mitigation-*Water temperature","Sims_Mod_33","Residential","source","Salmon",0.0479999999999999,4.79999999999999,"nature"
"Climate mitigation->Biodiversity","Sims_Mod_34","Residential","source","Salmon",-0.00800000000000001,-0.800000000000001,"nature"
"Access to nature->Physical health","Sims_Mod_35","Residential","source","Salmon",-0.03,-3,"nature"
"Flooding-*Air quality","Sims_Mod_36","Residential","source","Salmon",0.002,0.2,"nature"
"Industrial->Noise","Sims_Mod_37","Residential","source","Salmon",0.0439999999999999,4.39999999999999,"nature"
"Transportation-*Air quality","Sims_Mod_38","Residential","source","Salmon",-0.00800000000000001,-0.800000000000001,"nature"
"Economic wellbeing->Physical health","Sims_Mod_39","Residential","source","Salmon",0.0319999999999999,3.19999999999999,"nature"
"Affordability->Economic wellbeing","Sims_Mod_40","Residential","source","Salmon",-0.00600000000000001,-0.600000000000001,"nature"
"Access to nature-*Affordability","Sims_Mod_41","Residential","source","Salmon",-0.016,-1.6,"nature"
"Local foods->Social cohesion","Sims_Mod_42","Residential","source","Salmon",0.0359999999999999,3.59999999999999,"nature"
"Salmon->Local foods","Sims_Mod_43","Residential","source","Salmon",0.0239999999999999,2.39999999999999,"nature"
"Water quality->Local foods","Sims_Mod_44","Residential","source","Salmon",0,0,"nature"
"Toxics-*Water quality","Sims_Mod_45","Residential","source","Salmon",-0.176,-17.6,"nature"
"Local foods->Physical health","Sims_Mod_46","Residential","source","Salmon",-0.016,-1.6,"nature"
"Water quality->Social cohesion","Sims_Mod_47","Residential","source","Salmon",-0.018,-1.8,"nature"
"Local jobs->Economic wellbeing","Sims_Mod_48","Residential","source","Salmon",0.0459999999999999,4.59999999999999,"nature"
"Walkability->Climate mitigation","Sims_Mod_49","Residential","source","Salmon",-0.004,-0.4,"nature"
"Walkability->Affordability","Sims_Mod_50","Residential","source","Salmon",0.0319999999999999,3.19999999999999,"nature"
"Access to nature->Walkability","Sims_Mod_51","Residential","source","Salmon",0.012,1.2,"nature"
"Walkability->Social cohesion","Sims_Mod_52","Residential","source","Salmon",-0.002,-0.2,"nature"
"Walkability->Air quality","Sims_Mod_53","Residential","source","Salmon",0.0319999999999999,3.19999999999999,"nature"
"Walkability-*Noise","Sims_Mod_54","Residential","source","Salmon",0.0339999999999999,3.39999999999999,"nature"
"Industrial->Water temperature","Sims_Mod_55","Residential","source","Salmon",0.016,1.6,"nature"
"Toxics-*Biodiversity","Sims_Mod_56","Residential","source","Salmon",0.00600000000000001,0.600000000000001,"nature"
"Noise-*Physical health","Sims_Mod_57","Residential","source","Salmon",-0.00800000000000001,-0.800000000000001,"nature"
"Access to nature->Mental health","Sims_Mod_58","Residential","source","Salmon",0.0279999999999999,2.79999999999999,"nature"
"Local foods->Affordability","Sims_Mod_59","Residential","source","Salmon",0.0179999999999999,1.79999999999999,"nature"
"Water temperature-*Water quality","Sims_Mod_60","Residential","source","Salmon",0.0239999999999999,2.39999999999999,"nature"
"Bacteria-*Water quality","Sims_Mod_61","Residential","source","Salmon",0.14,14,"nature"
"Bacteria-*Local foods","Sims_Mod_62","Residential","source","Salmon",-0.018,-1.8,"nature"
"Walkability->Physical health","Sims_Mod_63","Residential","source","Salmon",0.014,1.4,"nature"
"Flooding-*Property value","Sims_Mod_64","Residential","source","Salmon",-0.016,-1.6,"nature"
"Property value-*Affordability","Sims_Mod_65","Residential","source","Salmon",-0.004,-0.4,"nature"
"Noise-*Property value","Sims_Mod_66","Residential","source","Salmon",0.0199999999999999,1.99999999999999,"nature"
"Access to nature->Property value","Sims_Mod_67","Residential","source","Salmon",0.0239999999999999,2.39999999999999,"nature"
"Industrial-*Property value","Sims_Mod_68","Residential","source","Salmon",-0.022,-2.2,"nature"
"Transportation->Property value","Sims_Mod_69","Residential","source","Salmon",-0.014,-1.4,"nature"
"Walkability->Property value","Sims_Mod_70","Residential","source","Salmon",0.0439999999999999,4.39999999999999,"nature"
"Property value->Economic wellbeing","Sims_Mod_71","Residential","source","Salmon",-0.01,-1,"nature"
"Local jobs->Property value","Sims_Mod_72","Residential","source","Salmon",0.0339999999999999,3.39999999999999,"nature"
"Gray infrastructure-*Flooding","Sims_Mod_73","Residential","source","Salmon",0.002,0.2,"nature"
"Gray infrastructure-*Sediment","Sims_Mod_74","Residential","source","Salmon",-0.004,-0.4,"nature"
"Gray infrastructure-*Toxics","Sims_Mod_75","Residential","source","Salmon",0.0479999999999999,4.79999999999999,"nature"
"Green infrastructure-*Toxics","Sims_Mod_76","Residential","source","Salmon",-0.026,-2.6,"nature"
"Green infrastructure->Access to nature","Sims_Mod_77","Residential","source","Salmon",0.002,0.2,"nature"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Residential","source","Salmon",0.0239999999999999,2.39999999999999,"nature"
"Green infrastructure-*Noise","Sims_Mod_79","Residential","source","Salmon",-0.018,-1.8,"nature"
"Gray infrastructure->Local jobs","Sims_Mod_80","Residential","source","Salmon",0.0239999999999999,2.39999999999999,"nature"
"Green infrastructure->Local jobs","Sims_Mod_81","Residential","source","Salmon",-0.016,-1.6,"nature"
"Source control-*Toxics","Sims_Mod_82","Residential","source","Salmon",-0.42,-42,"nature"
"Green infrastructure-*Flooding","Sims_Mod_83","Residential","source","Salmon",-0.002,-0.2,"nature"
"Green infrastructure->Air quality","Sims_Mod_84","Residential","source","Salmon",0.0499999999999999,4.99999999999999,"nature"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Residential","source","Salmon",0.0219999999999999,2.19999999999999,"nature"
"Toxics-*Salmon","Sims_Mod_86","Residential","source","Salmon",-0.0820000000000001,-8.20000000000001,"nature"
"Noise-*Mental health","Sims_Mod_87","Residential","source","Salmon",0.0239999999999999,2.39999999999999,"nature"
"Urban heat island->Water temperature","Sims_Mod_88","Residential","source","Salmon",0,0,"nature"
"Economic wellbeing->Mental health","Sims_Mod_89","Residential","source","Salmon",0.0219999999999999,2.19999999999999,"nature"
"Biodiversity->Local foods","Sims_Mod_90","Residential","source","Salmon",-0.02,-2,"nature"
"Local jobs->Social cohesion","Sims_Mod_91","Residential","source","Salmon",0.0419999999999999,4.19999999999999,"nature"
"Access to nature->Local foods","Sims_Mod_92","Residential","source","Salmon",-0.012,-1.2,"nature"
"Local foods->Mental health","Sims_Mod_93","Residential","source","Salmon",0.0459999999999999,4.59999999999999,"nature"
"Noise-*Social cohesion","Sims_Mod_94","Residential","source","Salmon",-0.002,-0.2,"nature"
"Industrial-*Air quality","Sims_Mod_95","Residential","source","Salmon",0.014,1.4,"nature"
"Industrial->Local jobs","Sims_Mod_96","Residential","source","Salmon",0.0539999999999999,5.39999999999999,"nature"
"Climate mitigation-*Urban heat island","Sims_Mod_97","Residential","source","Salmon",0.004,0.4,"nature"
"Industrial->Urban heat island","Sims_Mod_98","Residential","source","Salmon",-0.022,-2.2,"nature"
"Transportation->Urban heat island","Sims_Mod_99","Residential","source","Salmon",0.0179999999999999,1.79999999999999,"nature"
"Green infrastructure-*Sediment","Sims_Mod_100","Residential","source","Salmon",0.0339999999999999,3.39999999999999,"nature"
"Physical health->Mental health","Sims_Mod_101","Residential","source","Salmon",0.016,1.6,"nature"
"Salmon->Biodiversity","Sims_Mod_102","Residential","source","Salmon",0.0519999999999999,5.19999999999999,"nature"
"Physical health->Economic wellbeing","Sims_Mod_103","Residential","source","Salmon",-0.056,-5.6,"nature"
"Economic wellbeing->Affordability","Sims_Mod_104","Residential","source","Salmon",-0.034,-3.4,"nature"
"Mental health->Economic wellbeing","Sims_Mod_105","Residential","source","Salmon",0.0259999999999999,2.59999999999999,"nature"
"Residential->Toxics","Sims_Mod_1","Residential","gray","Salmon",0.236,23.6,"nature"
"Industrial->Toxics","Sims_Mod_2","Residential","gray","Salmon",-0.038,-3.8,"nature"
"Transportation->Toxics","Sims_Mod_3","Residential","gray","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Transportation->Water temperature","Sims_Mod_4","Residential","gray","Salmon",-0.074,-7.4,"nature"
"Transportation->Flooding","Sims_Mod_5","Residential","gray","Salmon",-0.052,-5.2,"nature"
"Residential->Nutrients","Sims_Mod_6","Residential","gray","Salmon",0.106,10.6,"nature"
"Residential->Sediment","Sims_Mod_7","Residential","gray","Salmon",0.084,8.4,"nature"
"Residential->Bacteria","Sims_Mod_8","Residential","gray","Salmon",0.12,12,"nature"
"Industrial->Sediment","Sims_Mod_9","Residential","gray","Salmon",-0.024,-2.4,"nature"
"Industrial->Flooding","Sims_Mod_10","Residential","gray","Salmon",-0.04,-4,"nature"
"Flooding->Bacteria","Sims_Mod_11","Residential","gray","Salmon",-0.192,-19.2,"nature"
"Flooding-*Salmon","Sims_Mod_12","Residential","gray","Salmon",-0.028,-2.8,"nature"
"Water quality->Salmon","Sims_Mod_13","Residential","gray","Salmon",0.018,1.8,"nature"
"Air quality->Physical health","Sims_Mod_14","Residential","gray","Salmon",-0.036,-3.6,"nature"
"Urban heat island-*Physical health","Sims_Mod_15","Residential","gray","Salmon",-0.042,-4.2,"nature"
"Nutrients-*Water quality","Sims_Mod_16","Residential","gray","Salmon",0.136,13.6,"nature"
"Flooding->Sediment","Sims_Mod_17","Residential","gray","Salmon",-0.112,-11.2,"nature"
"Sediment-*Water quality","Sims_Mod_18","Residential","gray","Salmon",-0.15,-15,"nature"
"Mental health->Physical health","Sims_Mod_19","Residential","gray","Salmon",-0.048,-4.8,"nature"
"Water quality->Physical health","Sims_Mod_20","Residential","gray","Salmon",-0.046,-4.6,"nature"
"Social cohesion->Mental health","Sims_Mod_21","Residential","gray","Salmon",-0.038,-3.8,"nature"
"Toxics-*Physical health","Sims_Mod_22","Residential","gray","Salmon",-0.066,-6.6,"nature"
"Biodiversity->Salmon","Sims_Mod_23","Residential","gray","Salmon",0.022,2.2,"nature"
"Urban heat island-*Biodiversity","Sims_Mod_24","Residential","gray","Salmon",-0.056,-5.6,"nature"
"Bacteria-*Physical health","Sims_Mod_25","Residential","gray","Salmon",-0.058,-5.8,"nature"
"Air quality->Social cohesion","Sims_Mod_26","Residential","gray","Salmon",-0.076,-7.6,"nature"
"Access to nature->Social cohesion","Sims_Mod_27","Residential","gray","Salmon",-0.05,-5,"nature"
"Transportation->Noise","Sims_Mod_28","Residential","gray","Salmon",-0.048,-4.8,"nature"
"Water quality->Biodiversity","Sims_Mod_29","Residential","gray","Salmon",-0.068,-6.8,"nature"
"Noise-*Biodiversity","Sims_Mod_30","Residential","gray","Salmon",-0.034,-3.4,"nature"
"Salmon->Physical health","Sims_Mod_31","Residential","gray","Salmon",-0.04,-4,"nature"
"Climate mitigation->Salmon","Sims_Mod_32","Residential","gray","Salmon",-0.062,-6.2,"nature"
"Climate mitigation-*Water temperature","Sims_Mod_33","Residential","gray","Salmon",0.012,1.2,"nature"
"Climate mitigation->Biodiversity","Sims_Mod_34","Residential","gray","Salmon",-0.044,-4.4,"nature"
"Access to nature->Physical health","Sims_Mod_35","Residential","gray","Salmon",-0.088,-8.8,"nature"
"Flooding-*Air quality","Sims_Mod_36","Residential","gray","Salmon",0.016,1.6,"nature"
"Industrial->Noise","Sims_Mod_37","Residential","gray","Salmon",-0.09,-9,"nature"
"Transportation-*Air quality","Sims_Mod_38","Residential","gray","Salmon",-0.054,-5.4,"nature"
"Economic wellbeing->Physical health","Sims_Mod_39","Residential","gray","Salmon",-0.076,-7.6,"nature"
"Affordability->Economic wellbeing","Sims_Mod_40","Residential","gray","Salmon",-0.034,-3.4,"nature"
"Access to nature-*Affordability","Sims_Mod_41","Residential","gray","Salmon",-0.078,-7.8,"nature"
"Local foods->Social cohesion","Sims_Mod_42","Residential","gray","Salmon",-0.01,-1,"nature"
"Salmon->Local foods","Sims_Mod_43","Residential","gray","Salmon",-0.00600000000000001,-0.600000000000001,"nature"
"Water quality->Local foods","Sims_Mod_44","Residential","gray","Salmon",-0.048,-4.8,"nature"
"Toxics-*Water quality","Sims_Mod_45","Residential","gray","Salmon",-0.06,-6,"nature"
"Local foods->Physical health","Sims_Mod_46","Residential","gray","Salmon",-0.076,-7.6,"nature"
"Water quality->Social cohesion","Sims_Mod_47","Residential","gray","Salmon",-0.032,-3.2,"nature"
"Local jobs->Economic wellbeing","Sims_Mod_48","Residential","gray","Salmon",-0.042,-4.2,"nature"
"Walkability->Climate mitigation","Sims_Mod_49","Residential","gray","Salmon",-0.042,-4.2,"nature"
"Walkability->Affordability","Sims_Mod_50","Residential","gray","Salmon",-0.02,-2,"nature"
"Access to nature->Walkability","Sims_Mod_51","Residential","gray","Salmon",-0.052,-5.2,"nature"
"Walkability->Social cohesion","Sims_Mod_52","Residential","gray","Salmon",0,0,"nature"
"Walkability->Air quality","Sims_Mod_53","Residential","gray","Salmon",-0.014,-1.4,"nature"
"Walkability-*Noise","Sims_Mod_54","Residential","gray","Salmon",-0.048,-4.8,"nature"
"Industrial->Water temperature","Sims_Mod_55","Residential","gray","Salmon",0.002,0.2,"nature"
"Toxics-*Biodiversity","Sims_Mod_56","Residential","gray","Salmon",-0.002,-0.2,"nature"
"Noise-*Physical health","Sims_Mod_57","Residential","gray","Salmon",-0.05,-5,"nature"
"Access to nature->Mental health","Sims_Mod_58","Residential","gray","Salmon",-0.002,-0.2,"nature"
"Local foods->Affordability","Sims_Mod_59","Residential","gray","Salmon",-0.022,-2.2,"nature"
"Water temperature-*Water quality","Sims_Mod_60","Residential","gray","Salmon",-0.028,-2.8,"nature"
"Bacteria-*Water quality","Sims_Mod_61","Residential","gray","Salmon",0.012,1.2,"nature"
"Bacteria-*Local foods","Sims_Mod_62","Residential","gray","Salmon",-0.076,-7.6,"nature"
"Walkability->Physical health","Sims_Mod_63","Residential","gray","Salmon",-0.044,-4.4,"nature"
"Flooding-*Property value","Sims_Mod_64","Residential","gray","Salmon",-0.034,-3.4,"nature"
"Property value-*Affordability","Sims_Mod_65","Residential","gray","Salmon",-0.016,-1.6,"nature"
"Noise-*Property value","Sims_Mod_66","Residential","gray","Salmon",-0.022,-2.2,"nature"
"Access to nature->Property value","Sims_Mod_67","Residential","gray","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Industrial-*Property value","Sims_Mod_68","Residential","gray","Salmon",-0.078,-7.8,"nature"
"Transportation->Property value","Sims_Mod_69","Residential","gray","Salmon",-0.064,-6.4,"nature"
"Walkability->Property value","Sims_Mod_70","Residential","gray","Salmon",-0.012,-1.2,"nature"
"Property value->Economic wellbeing","Sims_Mod_71","Residential","gray","Salmon",-0.068,-6.8,"nature"
"Local jobs->Property value","Sims_Mod_72","Residential","gray","Salmon",-0.024,-2.4,"nature"
"Gray infrastructure-*Flooding","Sims_Mod_73","Residential","gray","Salmon",-0.514,-51.4,"nature"
"Gray infrastructure-*Sediment","Sims_Mod_74","Residential","gray","Salmon",-0.186,-18.6,"nature"
"Gray infrastructure-*Toxics","Sims_Mod_75","Residential","gray","Salmon",-0.31,-31,"nature"
"Green infrastructure-*Toxics","Sims_Mod_76","Residential","gray","Salmon",-0.03,-3,"nature"
"Green infrastructure->Access to nature","Sims_Mod_77","Residential","gray","Salmon",-0.064,-6.4,"nature"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Residential","gray","Salmon",-0.028,-2.8,"nature"
"Green infrastructure-*Noise","Sims_Mod_79","Residential","gray","Salmon",-0.044,-4.4,"nature"
"Gray infrastructure->Local jobs","Sims_Mod_80","Residential","gray","Salmon",-0.00600000000000001,-0.600000000000001,"nature"
"Green infrastructure->Local jobs","Sims_Mod_81","Residential","gray","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Source control-*Toxics","Sims_Mod_82","Residential","gray","Salmon",-0.01,-1,"nature"
"Green infrastructure-*Flooding","Sims_Mod_83","Residential","gray","Salmon",-0.07,-7,"nature"
"Green infrastructure->Air quality","Sims_Mod_84","Residential","gray","Salmon",-0.04,-4,"nature"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Residential","gray","Salmon",-0.044,-4.4,"nature"
"Toxics-*Salmon","Sims_Mod_86","Residential","gray","Salmon",-0.03,-3,"nature"
"Noise-*Mental health","Sims_Mod_87","Residential","gray","Salmon",-0.034,-3.4,"nature"
"Urban heat island->Water temperature","Sims_Mod_88","Residential","gray","Salmon",-0.044,-4.4,"nature"
"Economic wellbeing->Mental health","Sims_Mod_89","Residential","gray","Salmon",-0.046,-4.6,"nature"
"Biodiversity->Local foods","Sims_Mod_90","Residential","gray","Salmon",-0.06,-6,"nature"
"Local jobs->Social cohesion","Sims_Mod_91","Residential","gray","Salmon",-0.06,-6,"nature"
"Access to nature->Local foods","Sims_Mod_92","Residential","gray","Salmon",-0.054,-5.4,"nature"
"Local foods->Mental health","Sims_Mod_93","Residential","gray","Salmon",-0.004,-0.4,"nature"
"Noise-*Social cohesion","Sims_Mod_94","Residential","gray","Salmon",-0.056,-5.6,"nature"
"Industrial-*Air quality","Sims_Mod_95","Residential","gray","Salmon",-0.092,-9.2,"nature"
"Industrial->Local jobs","Sims_Mod_96","Residential","gray","Salmon",-0.042,-4.2,"nature"
"Climate mitigation-*Urban heat island","Sims_Mod_97","Residential","gray","Salmon",-0.03,-3,"nature"
"Industrial->Urban heat island","Sims_Mod_98","Residential","gray","Salmon",-0.08,-8,"nature"
"Transportation->Urban heat island","Sims_Mod_99","Residential","gray","Salmon",0,0,"nature"
"Green infrastructure-*Sediment","Sims_Mod_100","Residential","gray","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Physical health->Mental health","Sims_Mod_101","Residential","gray","Salmon",-0.052,-5.2,"nature"
"Salmon->Biodiversity","Sims_Mod_102","Residential","gray","Salmon",-0.03,-3,"nature"
"Physical health->Economic wellbeing","Sims_Mod_103","Residential","gray","Salmon",-0.054,-5.4,"nature"
"Economic wellbeing->Affordability","Sims_Mod_104","Residential","gray","Salmon",-0.048,-4.8,"nature"
"Mental health->Economic wellbeing","Sims_Mod_105","Residential","gray","Salmon",0.016,1.6,"nature"
"Residential->Toxics","Sims_Mod_1","Residential","green","Salmon",0.174,17.4,"nature"
"Industrial->Toxics","Sims_Mod_2","Residential","green","Salmon",0.036,3.6,"nature"
"Transportation->Toxics","Sims_Mod_3","Residential","green","Salmon",0.024,2.4,"nature"
"Transportation->Water temperature","Sims_Mod_4","Residential","green","Salmon",0.056,5.6,"nature"
"Transportation->Flooding","Sims_Mod_5","Residential","green","Salmon",-0.036,-3.6,"nature"
"Residential->Nutrients","Sims_Mod_6","Residential","green","Salmon",0.114,11.4,"nature"
"Residential->Sediment","Sims_Mod_7","Residential","green","Salmon",0.08,8,"nature"
"Residential->Bacteria","Sims_Mod_8","Residential","green","Salmon",0.114,11.4,"nature"
"Industrial->Sediment","Sims_Mod_9","Residential","green","Salmon",-0.018,-1.8,"nature"
"Industrial->Flooding","Sims_Mod_10","Residential","green","Salmon",-0.002,-0.2,"nature"
"Flooding->Bacteria","Sims_Mod_11","Residential","green","Salmon",-0.028,-2.8,"nature"
"Flooding-*Salmon","Sims_Mod_12","Residential","green","Salmon",0.044,4.4,"nature"
